

#ID = Rosetta generated unique probe identifier
#EntrezGeneID = Entrez Gene identifier for the gene represented
#ORF = Gene symbol for the gene represented
#GB_ACC = GenBank Accession
#PROBE_DERIVED_FROM_TRANSCRIPT = Actual transcript sequence from which the probe was derieved
#SPOT_ID = 
#RosettaGeneModelID = Rosetta internal gene identifier.
ID	EntrezGeneID	ORF	GB_ACC	PROBE_DERIVED_FROM_TRANSCRIPT	SPOT_ID	RosettaGeneModelID
10023821351			AI041267	non-public		HSG00359108
10023816073	57519	STARD9	AB037721	AB037721		HSG00289593
10025908046	1435	CSF1	NM_172212	NM_172212		HSG00205037
10023822452	8727	CTNNAL1	NM_003798	NM_003798		HSG00261955
10023807630	118487	CHCHD1	NM_203298	non-public		HSG00269176
10023829144			AF147375	AF147375		HSG00404246
10025925540	388818		NM_203405	non-public		HSG00315849
10023816538			AI469156	non-public		HSG00298363
10025930181			CR598731	non-public		HSG00357450
10025904270	92104		NM_152275	NM_152275		HSG00211353
10025927472			AA400235	non-public		HSG00429364
10025910146	90957	DHX57	NM_145646	NM_145646		HSG00215683
10025904178	1456	CSNK1G3	NM_004384	NM_004384		HSG00232457
10025917806				non-public	RosettaGeneID: HSG00368620	HSG00368620
10023843229	399694	SHC4		non-public	ENSEMBLE: ENST00000267844	HSG00289876
10025911220	63941	APBA2BP	NM_031231	NM_031231		HSG00311901
10025917417			XM_093865	XM_093865		HSG00361961
10025910106	5874	RAB27B	NM_004163	NM_004163		HSG00304161
10025926614			AJ003385	non-public		HSG00316138
10025907405	10363	HMG20A	NM_018200	NM_018200		HSG00290250
10025921409	401101		XM_379234	non-public		HSG00222966
10023807316	3053	SERPIND1	NM_000185	NM_000185		HSG00314343
10025904379	196515		NM_144983	NM_144983		HSG00359249
10023818441	1114	CHGB	NM_001819	NM_001819		HSG00311747
10023820266	23420	NOMO1	NM_014287	NM_014287		HSG00294579
10023828649	6187	RPS2	L07393	L07393		HSG00296900
10025917191	9612	NCOR2	AL833290	AL833290		HSG00276617
10023816479	11097	NUPL2	NM_007342	NM_007342		HSG00250980
10025904990	152137	CCDC50	NM_174908	NM_174908		HSG00220745
10023849699			AK022173	AK022173		HSG00210930
10025909504	63899	NSUN3	NM_022072	NM_022072		HSG00222231
10025907809	7572	ZNF24	NM_006965	NM_006965		HSG00303908
10025931854			BC051727	non-public		HSG00304437
10025915177			BC017121	BC017121		HSG00317832
10025919380	619207		AK160367	non-public		HSG00393105
10023814348	477	ATP1A2	NM_000702	NM_000702		HSG00204500
10023817587	79026	AHNAK	M80899	M80899		HSG00274701
10025932695			BC033547	BC033547		HSG00256077
10023827960	2717	GLA	NM_000169	NM_000169		HSG00254908
10025927065			AL049314	AL049314		HSG00265752
10023808229	23531	MMD	NM_012329	NM_012329		HSG00297715
10023818057	157562		AL050061	AL050061		HSG00259137
10023825211	55027	HEATR3	NM_017939	NM_017939		HSG00295189
10025907893	53373	TPCN1	NM_017901	NM_017901		HSG00278345
10031919895	79424	CYP3A5P2	BX648856	BX648856		HSG00246073
10025902832	10290	SPEG	NM_005876	NM_005876		HSG00211980
10023818528	10121	ACTR1A	NM_005736	NM_005736		HSG00267718
10025913597			AA883299	non-public		HSG00221399
10025926134			AK127296	non-public		HSG00297385
10025910387	124773	C17orf64	NM_181707	NM_181707		HSG00303044
10023820185	283768	GOLGA8G	AL137398	AL137398		HSG00354106
10025911023	661	POLR3D	NM_001722	NM_001722		HSG00258231
10023817140	7222	TRPC3	NM_003305	NM_003305		HSG00227801
10025903344	5716	PSMD10	NM_170750	NM_170750		HSG00254870
10025908863	80344	WDR23	NM_181357	NM_181357		HSG00287455
10023816750	157627		AF052108	AF052108		HSG00260201
10025914838			XM_212411	XM_212411		HSG00363812
10023828786	1613	DAPK3	NM_001348	NM_001348		HSG00307894
10023846586	59353	TMEM35	NM_021637	NM_021637		HSG00254540
10023840007	89866	LZTR2	NM_033127	NM_033127		HSG00205863
10025922066	6093	ROCK1	NM_005406	non-public		HSG00303754
10025917022			BC035180	BC035180		HSG00210943
10023844103	10867	TSPAN9	NM_031285	NM_031285		HSG00277540
10033668958	6890	TAP1	NM_000593	NM_000593		HSG00244059
10023815012	6532	SLC6A4	NM_001045	NM_001045		HSG00302868
10023810796	10223	GPA33	NM_005814	NM_005814		HSG00208389
10025934121			AA095600	non-public		HSG00226962
10023821514	1891	ECH1	NM_001398	NM_001398		HSG00307031
10023836485	80146	UXS1	NM_025076	NM_025076		HSG00215063
10025902240	55773	TBC1D23	NM_018309	NM_018309		HSG00221268
10023826460	197135		XM_113825	non-public		HSG00290874
10033668574	9513	FXR2	NM_004860	NM_004860		HSG00302803
10025914915			AV760311	non-public		HSG00316252
10025930413			AA173409	non-public		HSG00204004
10025932846			XM_210114	XM_210114		HSG00208679
10023846149	7274	TTPA	NM_000370	NM_000370		HSG00258776
10025902487	2939	GSTA2	NM_000846	NM_000846		HSG00243902
10025905381	124857	WFIKKN2	NM_175575	NM_175575		HSG00302305
10025910787	11258	DCTN3	NM_024348	NM_024348		HSG00260877
10023819754	283267		BC006446	non-public		HSG00340550
10023822813			AK124978	non-public		HSG00295085
10025916060			AA416756	non-public		HSG00302277
10025907340	79641	ROGDI	NM_024589	NM_024589		HSG00296534
10023817304	388533		NM_207392	non-public		HSG00308102
10025904704	5496	PPM1G	NM_177983	NM_177983		HSG00215033
10025903316	4913	NTHL1	NM_002528	NM_002528		HSG00296718
10025910085	6880	TAF9	NM_016283	NM_016283		HSG00237435
10023827609	9934	P2RY14	NM_014879	NM_014879		HSG00220774
10023841562	120329	CASP12	AF486844	AF486844		HSG00275472
10025902198	84985	FAM83A	NM_032899	NM_032899		HSG00259909
10025921907				non-public	ENSEMBLE: ENST00000292547	HSG00308523
10023804723	54492		AL137347	AL137347		HSG00237749
10025903314	7405	UVRAG	NM_003369	NM_003369		HSG00271335
10025920242	390064	OR51I2	NM_001004754	non-public		HSG00272882
10025909373	84720	PIGO	NM_152850	NM_152850		HSG00261057
10023823574	7290	HIRA	NM_003325	NM_003325		HSG00314115
10023812330			AI096410	non-public		HSG00277630
10023827879	56953	NT5M	NM_020201	NM_020201		HSG00301931
10025903699	80110	ZNF614	NM_025040	NM_025040		HSG00305686
10023817924	51606	ATP6V1H	NM_015941	NM_015941		HSG00258121
10025932017			AW664669	non-public		HSG00404736
10023807860	306	ANXA3	NM_005139	NM_005139		HSG00227127
10025903715	634	CEACAM1	NM_001712	NM_001712		HSG00305971
10025910225	7401	USH3A	NM_174878	NM_174878		HSG00222227
10023827130	5906	RAP1A	NM_002884	NM_002884		HSG00204999
10025903021	26115	TANC2	NM_030658	NM_030658		HSG00297883
10023808204	26548	ITGB1BP2	NM_012278	NM_012278		HSG00254970
10025929376			XM_171631	XM_171631		HSG00368744
10023807101	51100	SH3GLB1	NM_016009	NM_016009		HSG00205033
10025903378	146330	FBXL16	NM_153350	NM_153350		HSG00294814
10023835541	154150	HDGFL1	NM_138574	NM_138574		HSG00242085
10025913962			XM_106922	XM_106922		HSG00364274
10031920524	277	AMY1B		non-public	ENSEMBLE: ENST00000332554	HSG00204883
10025905339	200576	PIP5K3	NM_152671	NM_152671		HSG00214325
10025920107				non-public	RosettaGeneID: HSG00380132	HSG00380132
10025918796			BM678100	non-public		HSG00256827
10023848743	79631	EFTUD1	NM_024580	NM_024580		HSG00290278
10025905056	4338	MOCS2	NM_004531	NM_004531		HSG00237033
10023822946	23498	HAAO	NM_012205	NM_012205		HSG00213332
10023817345	6450	SH3BGR	NM_007341	NM_007341		HSG00315851
10025921124			XM_174423	XM_174423		HSG00363534
10026393992	8725	C19orf2	NM_003796	NM_003796		HSG00307482
10023806940	151242	PPP1R1C	XM_087137	non-public		HSG00214896
10023806474			N26664	non-public		HSG00257811
10023843687	2701	GJA4	NM_002060	NM_002060		HSG00317494
10025934956			AI064975	non-public		HSG00290000
10025918831			AK056050	AK056050		HSG00312034
10025921524	400963		XM_496555	non-public		HSG00217487
10025907972	9576	SPAG6	NM_172242	NM_172242		HSG00267950
10025910213	10026	PIGK	NM_005482	NM_005482		HSG00203773
10025914649			AA662166	non-public		HSG00284204
10023823561	10859	LILRB1	NM_006669	NM_006669		HSG00306614
10025910738	4673	NAP1L1	NM_139207	NM_139207		HSG00278294
10025926501	400992		AK095498	AK095498		HSG00353331
10025911875	1010	CDH12	NM_004061	NM_004061		HSG00237350
10025914389				non-public	RosettaGeneID: HSG00363371	HSG00363371
10023822920	79930	DOK3	NM_024872	non-public		HSG00236874
10023822213	8939	FUBP3	U69127	U69127		HSG00353922
10025907215	3755	KCNG1	NM_002237	NM_002237		HSG00311915
10023836094	79698	ZMAT4	NM_024645	NM_024645		HSG00257794
10023837613				non-public	ENSEMBLE: ENST00000273343	HSG00222669
10025935799				non-public	RosettaGeneID: HSG00378671	HSG00378671
10025912902	49	ACR	NM_001097	NM_001097		HSG00314561
10025909440	1050	CEBPA	NM_004364	NM_004364		HSG00307172
10025905225	113026	PLCD3	NM_133373	NM_133373		HSG00302871
10023849688	84675	TRIM55	NM_033058	NM_033058		HSG00258237
10023827246	1477	CSTF1	NM_001324	NM_001324		HSG00312094
10025933755			XM_067107	XM_067107		HSG00361526
10023813947	441108		XM_496776	non-public		HSG00233018
10031919843	375513	GUSBL2	NM_206908	NM_206908		HSG00243970
10025922664			AK091300	AK091300		HSG00395954
10023841161	1783	DYNC1LI2	AK024863	AK024863		HSG00294550
10025905454	4319	MMP10	NM_002425	NM_002425		HSG00273404
10025921678			BC025749	BC025749		HSG00202499
10025920460			AL042419	non-public		HSG00294524
10025925618				non-public	ENSEMBLE: ENST00000308338	HSG00235650
10025928949			BC039366	BC039366		HSG00274002
10025918453			XM_115662	XM_115662		HSG00369625
10025909409	79157		NM_024311	NM_024311		HSG00297729
10025928992			AW341767	non-public		HSG00357540
10025925872			AF149117	non-public		HSG00268847
10025924427				non-public	ENSEMBLE: ENST00000339902	HSG00363428
10033668589	8013	NR4A3	NM_173198	NM_173198		HSG00261916
10031920001	474354	LRRC18	NM_001006939	non-public		HSG00269676
10025908510	283492		NM_173604	NM_173604		HSG00284975
10025926652	284402		AK093495	AK093495		HSG00306446
10025914959			BC039099	non-public		HSG00255715
10023807510	22808	MRAS	NM_012219	NM_012219		HSG00226004
10025907679	166614	DCAMKL2	NM_152619	NM_152619		HSG00227786
10025911543	6453	ITSN1	NM_003024	NM_003024		HSG00315702
10025903871	5167	ENPP1	NM_006208	NM_006208		HSG00243573
10023811355	440556		NM_001004337	non-public		HSG00355372
10025928472				non-public	ENSEMBLE: ENST00000306575	HSG00230712
10023827926	2348	FOLR1	NM_000802	NM_000802		HSG00274729
10025905018	54765	TRIM44	NM_017583	NM_017583		HSG00271489
10025915674			BQ549304	non-public		HSG00226278
10023818782			AA969301	non-public		HSG00240383
10025907061	2773	GNAI3	NM_006496	NM_006496		HSG00207451
10025904239	85313	PPIL4	NM_139126	NM_139126		HSG00244611
10025925526			BM726852	non-public		HSG00294273
10031920344	390154	OR5T3	NM_001004747	NM_001004747		HSG00272738
10025914075				non-public	ENSEMBLE: ENST00000300295	HSG00296572
10025903074	143098	MPP7	NM_173496	NM_173496		HSG00268386
10025915970			AK021566	AK021566		HSG00276431
10023823190	8913	CACNA1G	NM_018896	NM_018896		HSG00301623
10023844692	126003	TRAPPC5		non-public	ENSEMBLE: ENST00000270491	HSG00308546
10025932341			AK001551	AK001551		HSG00279144
10023819378	170954	KIAA1949	AK126182	non-public		HSG00244918
10023826418			CR594208	non-public		HSG00229272
10025927080			AK095439	AK095439		HSG00255221
10025915766			AI208863	non-public		HSG00206241
10025916418			AK057683	AK057683		HSG00208535
10033668651	7133	TNFRSF1B	NM_001066	NM_001066		HSG00206020
10023828279			AK024558	AK024558		HSG00203789
10025914512			BC037943	BC037943		HSG00221867
10025909831	831	CAST	NM_173060	NM_173060		HSG00232451
10025929323			AI583235	non-public		HSG00267012
10025904132	122773	KLHDC1	NM_172193	NM_172193		HSG00287871
10023828191	51321		NM_016627	NM_016627		HSG00297765
10025903598	3780	KCNN1	NM_002248	NM_002248		HSG00306747
10025910230	83871	RAB34	NM_031934	NM_031934		HSG00301793
10025927052			AI609342	non-public		HSG00276163
10023851096	84838	ZNF496	NM_032752	NM_032752		HSG00210029
10031920056	340595	ZCCHC16	NM_001004308	NM_001004308		HSG00255231
10023813766			AL117627	AL117627		HSG00228465
10025931839			BC018424	BC018424		HSG00223998
10023813635	2286	FKBP2	NM_004470	NM_004470		HSG00272143
10025921009	399947		AK091086	AK091086		HSG00272403
10025925116	808	CALM3	NM_005184	non-public		HSG00307507
10023818831	253461	ZBTB38	NM_024724	non-public		HSG00220803
10023850373			AK026466	AK026466		HSG00232693
10025909280	5557	PRIM1	NM_000946	NM_000946		HSG00277499
10025902519	1438	CSF2RA	NM_172249	NM_172249		HSG00318012
10025926612	339929		BC042414	non-public		HSG00221415
10023807037			NM_018624	NM_018624		HSG00275504
10025913195	130749	CPO	NM_173077	NM_173077		HSG00213430
10025923561			AW582841	non-public		HSG00223197
10025919074			AA729772	non-public		HSG00316152
10025907502	57467	GUP1	NM_020707	NM_020707		HSG00221698
10025906400	64779	MTHFSD	NM_022764	NM_022764		HSG00295565
10025905856	22848	AAK1	NM_014911	NM_014911		HSG00212580
10025933124	148756		BC036830	BC036830		HSG00203089
10025916579	55252	ASXL2	NM_018263	non-public		HSG00214312
10023808971	51143	DYNC1LI1	NM_016141	NM_016141		HSG00220735
10023812276			AA233310	non-public		HSG00298932
10023824447	9077	DIRAS3	NM_004675	NM_004675		HSG00205634
10025908855	2934	GSN	NM_020250	NM_020250		HSG00261914
10025931500			BC034912	BC034912		HSG00238768
10025912339	148534	TMEM56	NM_152487	NM_152487		HSG00209962
10025917071			BM715170	non-public		HSG00253541
10023823923	401093		XM_379228	non-public		HSG00222387
10031920478	1579	CYP4A11	NM_000778	non-public		HSG00208382
10023815832	441385		XM_499132	non-public		HSG00356437
10025919933			AK026284	AK026284		HSG00201778
10025903868	115004	C6orf150	NM_138441	NM_138441		HSG00242412
10025935759				non-public	ENSEMBLE: ENST00000330196	HSG00363240
10023806305	25776	PGEA1	NM_015373	NM_015373		HSG00314659
10025930981			AI222378	non-public		HSG00210495
10025926231	404033		AK091396	AK091396		HSG00349417
10025929753	389184		XM_374066	non-public		HSG00225273
10025935760			AL832760	AL832760		HSG00244941
10023827382	10768	AHCYL1	NM_006621	NM_006621		HSG00209195
10025909093	9448	MAP4K4	NM_017792	NM_017792		HSG00214314
10023824168	8546	AP3B1	NM_003664	non-public		HSG00237432
10023809768	29099	COMMD9	NM_014186	NM_014186		HSG00274179
10025923510			AA922286	non-public		HSG00249962
10025929646			AW297000	non-public		HSG00393107
10025917224	164714	RP3-355C18.2	XM_104657	non-public		HSG00315017
10023841904			AK021746	AK021746		HSG00265740
10025930766			AK057262	AK057262		HSG00292103
10025920536			AF088009	AF088009		HSG00256312
10025918577			BG203890	non-public		HSG00221485
10025902279	83786		NM_031904	NM_031904		HSG00271137
10025922258			AI052583	non-public		HSG00208294
10025911426	90637	ZFAND2A	NM_182491	NM_182491		HSG00251824
10025932296			AK091350	AK091350		HSG00308405
10023826191	1843	DUSP1	NM_004417	NM_004417		HSG00236546
10025910492	1307	COL16A1	NM_001856	NM_001856		HSG00204517
10025931446	57020		NM_020314	non-public		HSG00294795
10033669046	64137	ABCG4	NM_022169	NM_022169		HSG00271100
10023809560	9640	ZNF592	NM_014630	NM_014630		HSG00289638
10023820014	3385	ICAM3	AL137656	AL137656		HSG00306021
10025931959			XM_062413	XM_062413		HSG00276625
10023849594	6092	ROBO2	AB046788	AB046788		HSG00220283
10025908646	55529	TMEM55A	NM_018710	NM_018710		HSG00257882
10023814077	400043		XM_378360	non-public		HSG00358918
10023824632	9306	SOCS6	NM_016387	NM_016387		HSG00303887
10025903295	84545	MRPL43	NM_176794	NM_176794		HSG00268333
10025908561	225689	MAPK15	NM_139021	NM_139021		HSG00257887
10023807078	26137	ZBTB20	NM_015642	NM_015642		HSG00220221
10023834828	115572	FAM46B	NM_052943	NM_052943		HSG00200047
10023818479	3329	HSPD1	NM_002156	NM_002156		HSG00214879
10025920472				non-public	RosettaGeneID: HSG00363554	HSG00363554
10025903140	55972		NM_018843	NM_018843		HSG00251085
10025914053			BQ024992	non-public		HSG00220171
10023842037	79087	ALG12	NM_024105	NM_024105		HSG00314329
10023839218			AK057970	AK057970		HSG00284619
10025917533			BC029599	non-public		HSG00200284
10031920831	554235		NM_001024656	non-public		HSG00426244
10025912843	3146	HMGB1	NM_002128	NM_002128		HSG00284857
10023821965	124411	ZNF720	XM_370967	non-public		HSG00296767
10025922320			AL122087	AL122087		HSG00402102
10023813820	8290	HIST3H3	NM_003493	NM_003493		HSG00208083
10025923986			BM272240	non-public		HSG00281038
10025918711			AI025902	non-public		HSG00392059
10025915383			AA913736	non-public		HSG00391902
10023819824			BX105664	non-public		HSG00258824
10031919942				non-public	ENSEMBLE: ENST00000276770	HSG00357907
10025905152	158696		NM_153016	NM_153016		HSG00254252
10025925046			BG761261	non-public		HSG00381917
10023820292	1009	CDH11	NM_033664	non-public		HSG00294707
10025906702	23132	RAD54L2	NM_015106	NM_015106		HSG00225900
10025912933			NM_173713	NM_173713		HSG00428005
10025920530	57482		AL110138	AL110138		HSG00227689
10025905733	28973	MRPS18B	NM_014046	NM_014046		HSG00243332
10025905777	6599	SMARCC1	NM_003074	NM_003074		HSG00225254
10025906116	3280	HES1	NM_005524	NM_005524		HSG00222224
10025918805			AK057625	AK057625		HSG00289669
10023809440			AK026647	non-public		HSG00359085
10025917554			AA954601	non-public		HSG00237380
10025907158	5893	RAD52	NM_134423	NM_134423		HSG00281986
10025909935	9248	GPR50	NM_004224	NM_004224		HSG00254665
10033668746	1577	CYP3A5	NM_000777	NM_000777		HSG00251005
10025927885	158796		XM_088677	XM_088677		HSG00252772
10023834217			U01925	U01925		HSG00428442
10025902410	63978	PRDM14	NM_024504	NM_024504		HSG00257902
10025910071	56910	STARD7	NM_020151	NM_020151		HSG00212531
10023812149	10591	C6orf108	NM_006443	NM_006443		HSG00244003
10023809913			AK125029	non-public		HSG00251677
10025907454	10973	ASCC3	NM_006828	NM_006828		HSG00242639
10025933471			AK054865	AK054865		HSG00299414
10023811191	50805	IRX4	NM_016358	NM_016358		HSG00232630
10025910566	144811		NM_153218	NM_153218		HSG00284808
10031920075			S78322	S78322		HSG00361335
10025923694			AA258806	non-public		HSG00355614
10025930634			AF115362	non-public		HSG00427778
10031920611				non-public	RosettaGeneID: HSG00364120	HSG00364120
10025916129			AI016744	non-public		HSG00236725
10025925310	57486	NLN	NM_020726	non-public		HSG00237980
10025913019	56833	SLAMF8	NM_020125	NM_020125		HSG00207414
10023813211	9586	CREB5	NM_182898	non-public		HSG00250030
10023831349				non-public	ENSEMBLE: ENST00000268750	HSG00299498
10023810694	11072	DUSP14	NM_007026	NM_007026		HSG00302256
10025910369	25788	RAD54B	NM_134434	NM_134434		HSG00259897
10023823994			AI203127	non-public		HSG00297821
10025906282	65062	ALS2CR4	NM_152388	NM_152388		HSG00215064
10023846273	5338	PLD2	NM_002663	NM_002663		HSG00302331
10023821297	8800	PEX11A	NM_003847	NM_003847		HSG00291658
10023815244	10618	TGOLN2	NM_006464	non-public		HSG00214333
10023817762	23395	LARS2	NM_015340	NM_015340		HSG00225934
10025912953	340371	NRBP2	NM_178564	NM_178564		HSG00259401
10025925813			X72445	non-public		HSG00351973
10023818489	57084	SLC17A6	NM_020346	NM_020346		HSG00271082
10023834920				non-public	RosettaGeneID: HSG00357236	HSG00357236
10023826392	255877	BCL6B	NM_181844	non-public		HSG00302308
10025910886	1519	CTSO	NM_001334	NM_001334		HSG00228238
10031920368	378948	RBMY1B	NM_001006121	NM_001006121		HSG00350932
10025911534	196383		NM_145058	NM_145058		HSG00277510
10025926960	8560	DEGS1	NM_144780	non-public		HSG00202952
10025909307	84955	NUDCD1	NM_032869	NM_032869		HSG00259349
10023836336	115548	FCHO2	AK056770	AK056770		HSG00238098
10023816163			AA737171	non-public		HSG00301565
10023834225	653487			non-public	ENSEMBLE: ENST00000295003	HSG00203018
10023828943	79701		NM_024648	NM_024648		HSG00302623
10023815862	3603	IL16	NM_004513	NM_004513		HSG00289749
10025903782	9442	CRSP8	NM_004269	NM_004269		HSG00263048
10025935469			AA888201	non-public		HSG00280389
10023837356	64837	KLC2	NM_022822	NM_022822		HSG00271777
10025908907	81543	LRRC3	NM_030891	NM_030891		HSG00315825
10023827912	5445	PON2	NM_000305	non-public		HSG00251075
10023820349	9506	PAGE4	NM_007003	NM_007003		HSG00255287
10025911134	129790	C7orf13	NM_032625	NM_032625		HSG00250557
